country,year,canonical_name,category,amount_local,unit,currency,item_type,line_description_en,source_file,page_number,series_notes
Australia,2005,ANSTO / Atomic Energy Commission,science_agency,326000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2005 No3 C2005A00035.docx,45.0,AAEC renamed ANSTO in 1987.
Australia,2006,ANSTO / Atomic Energy Commission,science_agency,117568000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2006 No1 C2012C00814.docx,56.0,AAEC renamed ANSTO in 1987.
Australia,2007,ANSTO / Atomic Energy Commission,science_agency,129653000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2007 No1 C2012C00879.docx,52.0,AAEC renamed ANSTO in 1987.
Australia,2008,ANSTO / Atomic Energy Commission,science_agency,151668000.0,dollar,AUD,section_total,Total:	Australian Nuclear Science and Technology Organisation,2008 No1 C2012C00882.docx,56.0,AAEC renamed ANSTO in 1987.
Australia,2009,ANSTO / Atomic Energy Commission,science_agency,173115000.0,dollar,AUD,section_total,Total:	Australian Nuclear Science and Technology Organisation,2009 No1 C2013C00309.DOCX,116.0,AAEC renamed ANSTO in 1987.
Australia,2010,ANSTO / Atomic Energy Commission,science_agency,155240000.0,dollar,AUD,section_total,Total:	Australian Nuclear Science and Technology Organisation,2010 No1 C2012C00874.docx,113.0,AAEC renamed ANSTO in 1987.
Australia,2011,ANSTO / Atomic Energy Commission,science_agency,165579000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2011 No1 C2012C00506.docx,41.0,AAEC renamed ANSTO in 1987.
Australia,2012,ANSTO / Atomic Energy Commission,science_agency,165579000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2012 No1 C2013C00531.DOCX,100.0,AAEC renamed ANSTO in 1987.
Australia,2013,ANSTO / Atomic Energy Commission,science_agency,159222000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2013 No1 C2014C00172.DOCX,94.0,AAEC renamed ANSTO in 1987.
Australia,2014,ANSTO / Atomic Energy Commission,science_agency,162751000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2014 No1 C2014C00349.DOCX,8.0,AAEC renamed ANSTO in 1987.
Australia,2015,ANSTO / Atomic Energy Commission,science_agency,162751000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2015 No1 C2014A00063.docx,11.0,AAEC renamed ANSTO in 1987.
Australia,2016,ANSTO / Atomic Energy Commission,science_agency,157414000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2016 No1 C2015A00076.docx,0.0,AAEC renamed ANSTO in 1987.
Australia,2017,ANSTO / Atomic Energy Commission,science_agency,156700000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2017 No1 C2016A00069.docx,6.0,AAEC renamed ANSTO in 1987.
Australia,2018,ANSTO / Atomic Energy Commission,science_agency,198119000.0,dollar,AUD,section_total,Total: Australian Nuclear Science and Technology Organisation,2018 No1 C2017A00060.docx,1.0,AAEC renamed ANSTO in 1987.
Australia,2019,ANSTO / Atomic Energy Commission,science_agency,214072000.0,dollar,AUD,verified_override,"Verified 2019 ANSTO entity total from the original No1 appropriation table: Total: Australian Nuclear Science and Technology Organisation = 214,072 ($'000) normalized to full AUD units",2019 No1 C2018A00050.docx,,gap: no matching rows in this year; locked manual curation
Australia,2020,ANSTO / Atomic Energy Commission,science_agency,146687000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2020 No1 C2019A00100.docx,101.0,AAEC renamed ANSTO in 1987.
Australia,2021,ANSTO / Atomic Energy Commission,science_agency,76965000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2021 No1 C2020A00109.docx,81.0,AAEC renamed ANSTO in 1987.
Australia,2022,ANSTO / Atomic Energy Commission,science_agency,277453000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2022 No1 C2021A00067.docx,80.0,AAEC renamed ANSTO in 1987.
Australia,2023,ANSTO / Atomic Energy Commission,science_agency,820000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2023 No1 C2022A00067.docx,91.0,AAEC renamed ANSTO in 1987.
Australia,2024,ANSTO / Atomic Energy Commission,science_agency,318527000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2024 No1 C2023A00031.docx,91.0,AAEC renamed ANSTO in 1987.
Australia,2025,ANSTO / Atomic Energy Commission,science_agency,324464000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2025 No1 C2024A00047.docx,93.0,AAEC renamed ANSTO in 1987.
Australia,2026,ANSTO / Atomic Energy Commission,science_agency,225589000.0,dollar,AUD,line_item,Australian Nuclear Science and Technology Organisation,2026 No1 C2025A00047.docx,92.0,AAEC renamed ANSTO in 1987.
Australia,2020,Anglo-Australian Telescope Agreement,unclear,,,,,,,,gap: no matching rows in this year
Australia,2021,Anglo-Australian Telescope Agreement,unclear,,,,,,,,gap: no matching rows in this year
Australia,2022,Anglo-Australian Telescope Agreement,unclear,,,,,,,,gap: no matching rows in this year
Australia,1994,Assistance for Antivenom Provision,direct_rd,2000000.0,dollar,AUD,line_item,12. Assistance for the provision of antivenoms,1994 No2 C2004A04628.docx,20.0,This program supports research and development of antivenoms.
Australia,1995,Assistance for Antivenom Provision,direct_rd,2000000.0,dollar,AUD,line_item,Assistance for the provision of antivenoms,1995 No2 C1994A00089.docx,25.0,This program supports research and development of antivenoms.
Australia,1982,Australian Centre for International Agricultural Research,direct_rd,200000.0,dollar,AUD,line_item,07. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1982 No4 C2004A02595.docx,4.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1983,Australian Centre for International Agricultural Research,direct_rd,200000.0,dollar,AUD,line_item,05. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1983 No1 C2004A02675.docx,63.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1984,Australian Centre for International Agricultural Research,direct_rd,3800000.0,dollar,AUD,line_item,06. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1984 No1 C2004A02815.docx,45.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1985,Australian Centre for International Agricultural Research,direct_rd,7000000.0,dollar,AUD,line_item,06. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1985 No1 C2004A03034.docx,36.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1986,Australian Centre for International Agricultural Research,direct_rd,10500000.0,dollar,AUD,line_item,06. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1986 No1 C2004A03177.docx,38.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1987,Australian Centre for International Agricultural Research,direct_rd,11720000.0,dollar,AUD,line_item,06. Australian Centre for International Agricultural Research (for payment to the Australian Centre for International Agricultural Research Trust Account),1987 No1 C2004A03358.docx,46.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1988,Australian Centre for International Agricultural Research,direct_rd,12913000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,1988 No1 C2004A03521.docx,53.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1989,Australian Centre for International Agricultural Research,direct_rd,14800000.0,dollar,AUD,line_item,Division 319.—AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1989 No1 C2004A03695.docx,44.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1990,Australian Centre for International Agricultural Research,direct_rd,15600000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,1990 No1 C2004A03903.docx,41.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1991,Australian Centre for International Agricultural Research,direct_rd,17400000.0,dollar,AUD,line_item,Division 319.—AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1991 No1 C2004A04029.docx,53.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1992,Australian Centre for International Agricultural Research,direct_rd,17000000.0,dollar,AUD,line_item,Division 319.— AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1992 No1 C2004A04239.docx,42.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1993,Australian Centre for International Agricultural Research,direct_rd,18900000.0,dollar,AUD,line_item,Division 319.— AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1993 No1 C2004A04432.docx,40.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1994,Australian Centre for International Agricultural Research,direct_rd,21600000.0,dollar,AUD,line_item,Division 319.— AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1994 No1 C2004A04627.docx,44.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1995,Australian Centre for International Agricultural Research,direct_rd,36715000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,1995 No1 C1994A00088.docx,37.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1996,Australian Centre for International Agricultural Research,direct_rd,36715000.0,dollar,AUD,line_item,Division 319.— AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1996 No1 C1995A00060.docx,41.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1997,Australian Centre for International Agricultural Research,direct_rd,40002000.0,dollar,AUD,line_item,Division 319.—AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1997 No1 C1996A00065.docx,49.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1998,Australian Centre for International Agricultural Research,direct_rd,40002000.0,dollar,AUD,line_item,Division 319.— AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1998 No1 C1997A00089.docx,44.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1999,Australian Centre for International Agricultural Research,direct_rd,40130000.0,dollar,AUD,line_item,Division 319—AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH (for payment to the Australian Centre for International Agricultural Research Trust Fund),1999 No1 C1998A00070.docx,39.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2000,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2001,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2002,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2003,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2004,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2005,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2006,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2007,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2008,Australian Centre for International Agricultural Research,direct_rd,51479000.0,dollar,AUD,section_total,Total:	Australian Centre for International Agricultural Research,2008 No1 C2012C00882.docx,90.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2009,Australian Centre for International Agricultural Research,direct_rd,52333000.0,dollar,AUD,section_total,Total:	Australian Centre for International Agricultural Research,2009 No1 C2013C00309.DOCX,84.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2010,Australian Centre for International Agricultural Research,direct_rd,63639000.0,dollar,AUD,section_total,Total:	Australian Centre for International Agricultural Research,2010 No1 C2012C00874.docx,81.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2011,Australian Centre for International Agricultural Research,direct_rd,70888000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2011 No1 C2012C00506.docx,29.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2012,Australian Centre for International Agricultural Research,direct_rd,85298000.0,dollar,AUD,section_total,Total: Australian Centre for International Agricultural Research,2012 No1 C2013C00531.DOCX,67.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2013,Australian Centre for International Agricultural Research,direct_rd,100663000.0,dollar,AUD,section_total,Total: Australian Centre for International Agricultural Research,2013 No1 C2014C00172.DOCX,67.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2014,Australian Centre for International Agricultural Research,direct_rd,94330000.0,dollar,AUD,line_item,Outcome 1 - Agricultural Research,2014 No1 C2014C00349.DOCX,5.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2015,Australian Centre for International Agricultural Research,direct_rd,96340000.0,dollar,AUD,line_item,Outcome 1 - Agricultural Research,2015 No1 C2014A00063.docx,7.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2016,Australian Centre for International Agricultural Research,direct_rd,96340000.0,dollar,AUD,line_item,Outcome 1 - Agricultural Research,2016 No1 C2015A00076.docx,0.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2017,Australian Centre for International Agricultural Research,direct_rd,91534000.0,dollar,AUD,line_item,Outcome 1 - Agricultural Research,2017 No1 C2016A00069.docx,5.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2018,Australian Centre for International Agricultural Research,direct_rd,106491000.0,dollar,AUD,line_item,Outcome 1 - Agricultural Research,2018 No1 C2017A00060.docx,1.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2019,Australian Centre for International Agricultural Research,direct_rd,107512000.0,dollar,AUD,verified_override,"Verified 2019 ACIAR entity total from the original No1 appropriation table: 9,547 departmental + 97,965 administered = 107,512 ($'000) normalized to full AUD units",2019 No1 C2018A00050.docx,,gap: no matching rows in this year; locked manual curation
Australia,2020,Australian Centre for International Agricultural Research,direct_rd,59327000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2020 No1 C2019A00100.docx,70.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2021,Australian Centre for International Agricultural Research,direct_rd,36987000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2021 No1 C2020A00109.docx,50.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2022,Australian Centre for International Agricultural Research,direct_rd,100799000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2022 No1 C2021A00067.docx,50.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2023,Australian Centre for International Agricultural Research,direct_rd,,,,,,,,gap: no matching rows in this year
Australia,2024,Australian Centre for International Agricultural Research,direct_rd,113149000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2024 No1 C2023A00031.docx,65.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2025,Australian Centre for International Agricultural Research,direct_rd,117327000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2025 No1 C2024A00047.docx,66.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,2026,Australian Centre for International Agricultural Research,direct_rd,70049000.0,dollar,AUD,line_item,Australian Centre for International Agricultural Research,2026 No1 C2025A00047.docx,62.0,Dedicated agricultural R&D agency. Prefer annual No1 entity totals and trust-fund payment lines over supplementary appropriation rows.
Australia,1985,Australian Industry Assistance,innovation_instruments,21431384.0,dollar,AUD,line_item,4.—Australian Industry Assistance,1985 No1 C2004A03034.docx,20.0,"This entity provides assistance aimed at enhancing industry capabilities, which can include R&D."
Australia,2022,Australian Institute of Health,unclear,125000.0,dollar,AUD,line_item,Australian Institute of Health and Welfare,2022 No2 C2021A00068.docx,36.0,The entity is a specific R&D scheme related to health but not primarily dedicated to R&D.
Australia,1975,Australian Institute of Marine Science (AIMS),science_agency,80000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act,1975 No1 C2004A00152.docx,100.0,
Australia,1976,Australian Institute of Marine Science (AIMS),science_agency,527000.0,dollar,AUD,line_item,Australian Institute of Marine Science,1976 No1 C2004A01425.docx,95.0,
Australia,1977,Australian Institute of Marine Science (AIMS),science_agency,1237360.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act,1977 No1 C2004A01546.docx,117.0,
Australia,1978,Australian Institute of Marine Science (AIMS),science_agency,1450000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act,1978 No1 C2004A01777.docx,111.0,
Australia,1979,Australian Institute of Marine Science (AIMS),science_agency,1950000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act,1979 No1 C2004A01940.docx,112.0,
Australia,1980,Australian Institute of Marine Science (AIMS),science_agency,2069000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act,1980 No3 C2004A02262.docx,50.0,
Australia,1981,Australian Institute of Marine Science (AIMS),science_agency,3062000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1981 No1 C2004A02342.docx,104.0,
Australia,1982,Australian Institute of Marine Science (AIMS),science_agency,4662000.0,dollar,AUD,line_item,Australian Institute of Marine Science,1982 No1 C2004A02541.docx,99.0,
Australia,1983,Australian Institute of Marine Science (AIMS),science_agency,5220000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1983 No1 C2004A02675.docx,101.0,
Australia,1984,Australian Institute of Marine Science (AIMS),science_agency,5852000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1984 No1 C2004A02815.docx,83.0,
Australia,1985,Australian Institute of Marine Science (AIMS),science_agency,6300000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1985 No1 C2004A03034.docx,66.0,
Australia,1986,Australian Institute of Marine Science (AIMS),science_agency,6500000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1986 No1 C2004A03177.docx,71.0,
Australia,1987,Australian Institute of Marine Science (AIMS),science_agency,704700.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1987 No1 C2004A03358.docx,80.0,
Australia,1988,Australian Institute of Marine Science (AIMS),science_agency,7602100.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972,1988 No1 C2004A03521.docx,62.0,
Australia,1989,Australian Institute of Marine Science (AIMS),science_agency,8588400.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972—Recurrent expenditure,1989 No1 C2004A03695.docx,54.0,
Australia,1990,Australian Institute of Marine Science (AIMS),science_agency,10230000.0,dollar,AUD,line_item,1.—For expenditure under the Australian Institute of Marine Science Act 1972—Recurrent expenditure,1990 No1 C2004A03903.docx,55.0,
Australia,1991,Australian Institute of Marine Science (AIMS),science_agency,46414900.0,dollar,AUD,line_item,1.—For expenditure under the Australian Nuclear Science and Technology Organisation Act 1987 — Operating expenses,1991 No1 C2004A04029.docx,64.0,
