country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
Slovenia,1992,line_item,3911,Slovenska akademija znanosti in umetnosti,Slovenian Academy of Sciences and Arts,,Članske nagrade akademikom,Membership Awards to Academics,14786892.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,123,gpt-4o-mini,extract,
Slovenia,1992,program_total,3911,Slovenska akademija znanosti in umetnosti,Slovenian Academy of Sciences and Arts,,Skupaj,Total,77763150.0,thousand,SIT,science_agency,include,1.0,1992 u1992016.pdf,123,gpt-4o-mini,extract,
Slovenia,1992,program_total,43,Dotacije na področju družbenih dejavnosti,Subsidies in the field of social activities,,Znanost,Science,2493562822.0,thousand,SIT,science_agency,include,0.8,1992 u1992016.pdf,39,gpt-4o-mini,extract,Direct funding for science.
Slovenia,1992,section_total,43,Dotacije na področju družbenih dejavnosti,Subsidies in the field of social activities,,Skupaj Dotacije na področju družbenih dejavnosti,Total subsidies in the field of social activities,5358505833.0,thousand,SIT,unclear,review,0.5,1992 u1992016.pdf,39,gpt-4o-mini,extract,"Mixed-purpose section, includes non-R&D components."
Slovenia,1992,line_item,44,Plačila na področju družbenih dejavnosti,Payments in the field of social activities,,Znanost,Science,2825873567.0,thousand,SIT,science_agency,include,0.8,1992 u1992016.pdf,40,gpt-4o-mini,extract,Direct funding for science.
Slovenia,1992,section_total,05,ZNANOST IN TEHNOLOŠKI RAZVOJ,SCIENCE AND TECHNOLOGICAL DEVELOPMENT,,Skupaj za znanost in tehnološki razvoj,Total for science and technological development,0.0,thousand,SIT,science_agency,include,1.0,1992 u1992016.pdf,54,gpt-4o-mini,extract,Total for the science and technological development sector.
Slovenia,1992,program_total,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Skupaj za znanstveno raziskovalno dejavnost,Total for scientific research activity,0.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,54,gpt-4o-mini,extract,Total for scientific research activity.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Kmetijsko znanstveno raziskovalno delo - podpora,Agricultural scientific research work - support,62000000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Support for agricultural scientific research work.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Sofinanciranje nalog in projektov,Co-financing of tasks and projects,613660000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Co-financing of agricultural projects.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Strokovne naloge v živinorejski proizvodnji - podpora,Professional tasks in livestock production - support,180000000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Support for professional tasks in livestock production.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Strokovne naloge v rastlinski proizvodnji - podpora,Professional tasks in plant production - support,40000000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Support for professional tasks in plant production.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Pospeševanje prodaje kmetijskih pridelkov - podpora,Promotion of agricultural product sales - support,23250000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Support for the promotion of agricultural product sales.
Slovenia,1992,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Raziskovalne naloge s področja celostnega urejanja prostora,Research tasks in the field of comprehensive spatial planning,12400000.0,thousand,SIT,direct_rd,include,1.0,1992 u1992016.pdf,75,gpt-4o-mini,extract,Research tasks related to spatial planning.
Slovenia,1993,line_item,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,SLOVENIAN ACADEMY OF SCIENCES AND ARTS,,Adaptacija objektov SAZU,Adaptation of SAZU facilities,100000000.0,thousand,SIT,research_infrastructure,include,1.0,1993 u1993022.pdf,104,gpt-4o-mini,extract,
Slovenia,1993,line_item,21,MINISTRSTVO ZA GOSPODARSKE DEJAVNOSTI,MINISTRY OF ECONOMIC ACTIVITIES,,Raziskovalne naloge,Research tasks,6650000.0,thousand,SIT,direct_rd,include,0.9,1993 u1993022.pdf,33,gpt-4o-mini,extract,
Slovenia,1993,line_item,21,MINISTRSTVO ZA GOSPODARSKE DEJAVNOSTI,MINISTRY OF ECONOMIC ACTIVITIES,,"Raziskovalna vrtina Martin,- 1","Research well Martin,- 1",37289042.0,thousand,SIT,direct_rd,include,0.9,1993 u1993022.pdf,46,gpt-4o-mini,extract,
Slovenia,1993,section_total,20,MINISTRSTVO ZA GOSPODARSKE DEJAVNOSTI,MINISTRY OF ECONOMIC ACTIVITIES,,Skupaj porabnik # ** 11 **,Total for user # ** 11 **,6863061754.0,thousand,SIT,unclear,review,0.5,1993 u1993022.pdf,46,gpt-4o-mini,extract,Mixed-purpose ministry; further breakdown needed.
Slovenia,1993,section_total,22,MINISTRSTVO ZA EKONOMSKE ODNOSE IN RAZVOJ,MINISTRY OF ECONOMIC RELATIONS AND DEVELOPMENT,,Skupaj organ,Total for the ministry,6167647273.0,thousand,SIT,unclear,review,0.5,1993 u1993022.pdf,50,gpt-4o-mini,extract,"Mixed-purpose ministry, review needed."
Slovenia,1993,line_item,23,MINISTRSTVO ZA KMETIJSTVO IN GOZDARSTVO,MINISTRY OF AGRICULTURE AND FORESTRY,,Raziskovalne naloge s področja celostnega urejanja prostora,Research tasks in the field of comprehensive spatial planning,30000000.0,thousand,SIT,direct_rd,include,0.8,1993 u1993022.pdf,51,gpt-4o-mini,extract,
Slovenia,1993,line_item,23,MINISTRSTVO ZA KMETIJSTVO IN GOZDARSTVO,MINISTRY OF AGRICULTURE AND FORESTRY,,Kmetijsko znanstveno raziskovalno delo - podpora,Agricultural scientific research work - support,80000000.0,thousand,SIT,direct_rd,include,0.9,1993 u1993022.pdf,52,gpt-4o-mini,extract,
Slovenia,1993,line_item,24,MINISTRSTVO ZA PROMET IN ZVEZE,MINISTRY OF TRANSPORT AND COMMUNICATIONS,,"Elem. 1990, projekti, raziskave, študije","Element 1990, projects, research, studies",10000.0,thousand,SIT,unclear,include,0.8,1993 u1993022.pdf,61,gpt-4o-mini,extract,Research-related line item
Slovenia,1993,section_total,24,MINISTRSTVO ZA PROMET IN ZVEZE,MINISTRY OF TRANSPORT AND COMMUNICATIONS,,Skupaj po skupinah,Total by groups,11004140000.0,thousand,SIT,unclear,review,0.5,1993 u1993022.pdf,62,gpt-4o-mini,extract,Total includes non-R&D components
Slovenia,1993,line_item,27,MINISTRSTVO ZA ZDRAVSTVO,MINISTRY OF HEALTH,,Raziskovalne naloge in študije,Research tasks and studies,13750.0,thousand,SIT,direct_rd,include,0.9,1993 u1993022.pdf,84,gpt-4o-mini,extract,Direct research funding
Slovenia,1993,line_item,33,MINISTRSTVO ZA ŠOLSTVO IN ŠPORT,Ministry of Education and Sport,,Raziskovalne naloge,Research tasks,45840000.0,thousand,SIT,direct_rd,include,1.0,1993 u1993022.pdf,87,gpt-4o-mini,extract,
Slovenia,1993,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Plače - državni organi,Salaries - state authorities,100834103.0,thousand,SIT,science_agency,include,1.0,1993 u1993022.pdf,91,gpt-4o-mini,extract,
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Štipendije: na področju znanosti,Scholarships: in the field of science,50000000.0,thousand,SIT,higher_education,include,1.0,1993 u1993022.pdf,91,gpt-4o-mini,extract,
Slovenia,1993,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj po skupinah,Total by groups,47143968325.0,thousand,SIT,science_agency,include,1.0,1993 u1993022.pdf,91,gpt-4o-mini,extract,
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Razvoj znanosti,Development of science,30000000.0,thousand,SIT,direct_rd,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Podiplomski študij,Postgraduate studies,20000000.0,thousand,SIT,higher_education,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Znanstveni tisk,Scientific publishing,120000000.0,thousand,SIT,direct_rd,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,
Slovenia,1993,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Skupaj po skupinah ** 5 **,Total by groups ** 5 **,8223862263.0,thousand,SIT,science_agency,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,Total for the Ministry of Science and Technology
Slovenia,1993,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Skupaj e konto ** 51 **,Total for account ** 51 **,3060740000.0,thousand,SIT,direct_rd,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,Total for scientific research activity
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Mladi raziskovalci,Young researchers,24069240000.0,thousand,SIT,higher_education,include,1.0,1993 u1993022.pdf,92,gpt-4o-mini,extract,
Slovenia,1993,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Znanstveno raziskovalni program,Scientific research program,3463122283.0,thousand,SIT,direct_rd,include,1.0,1993 u1993022.pdf,93,gpt-4o-mini,extract,
Slovenia,1994,section_total,05,ZNANOST IN TEHNOLOŠKI RAZVOJ,SCIENCE AND TECHNOLOGICAL DEVELOPMENT,,Skupaj 05 ZNANOST IN TEHNOLOŠKI RAZVOJ,Total 05 SCIENCE AND TECHNOLOGICAL DEVELOPMENT,0.0,thousand,SIT,science_agency,include,1.0,1994 u1994026.pdf,5,gpt-4o-mini,extract,Total for the science and technological development sector.
Slovenia,1994,program_total,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Skupaj 0502 ZNANSTVENO RAZISKOVALNA DEJAVNOST,Total 0502 SCIENTIFIC RESEARCH ACTIVITY,0.0,thousand,SIT,direct_rd,include,1.0,1994 u1994026.pdf,5,gpt-4o-mini,extract,Total for scientific research activity.
Slovenia,1994,line_item,050201,Raziskovalni programi in projekti,Research programmes and projects,,Kmetijsko znanstveno raziskovalno delo - podpora,Agricultural scientific research work - support,139490.0,thousand,SIT,direct_rd,include,0.9,1994 u1994026.pdf,53,gpt-4o-mini,extract,Support for agricultural scientific research work.
Slovenia,1994,line_item,050204,Podpora raziskovalni infrastrukturi,Support for research infrastructure,,Monitoring onesnaževanja v kmetijstvu,Monitoring pollution in agriculture,530947.0,thousand,SIT,research_infrastructure,include,0.8,1994 u1994026.pdf,53,gpt-4o-mini,extract,Research infrastructure for monitoring pollution in agriculture.
Slovenia,1994,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Sofinanciranje znanstvenih sestankov,Co-financing of scientific meetings,44360.0,thousand,SIT,rd_adjacent,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Financiranje ustanoviteljskih obveznosti JRZ in univerze,Funding of founding obligations of JRZ and universities,1084360.0,thousand,SIT,science_agency,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Instrumentalna infrastruktura,Instrumental infrastructure,157725.0,thousand,SIT,research_infrastructure,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Programi mednarodnega sodelovanja,International cooperation programs,345024.0,thousand,SIT,rd_adjacent,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Znanstveni tisk,Scientific publishing,147867.0,thousand,SIT,direct_rd,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Mladi raziskovalci - usposabljanje in pretok,Young researchers - training and mobility,2415166.0,thousand,SIT,higher_education,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,,,12964608.0,thousand,SIT,science_agency,include,1.0,1994 u1994026.pdf,84,gpt-4o-mini,extract,
Slovenia,1994,line_item,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Slovenian Academy of Sciences and Arts,,Znanstveno raziskovalni center SAZU,Scientific Research Center SAZU,29573.0,thousand,SIT,direct_rd,include,1.0,1994 u1994026.pdf,91,gpt-4o-mini,extract,
Slovenia,1994,section_total,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Slovenian Academy of Sciences and Arts,,,,195214.0,thousand,SIT,science_agency,include,1.0,1994 u1994026.pdf,91,gpt-4o-mini,extract,
Slovenia,1995,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,7185 Nagrade na področju znarasti,Awards in the field of science,24846.0,thousand,SIT,direct_rd,include,1.0,1995 u1995040.pdf,87,gpt-4o-mini,extract,
Slovenia,1995,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj 75 SLovencije - tehwolaški razvaj,Total for technological development in Slovenia,194439.0,thousand,SIT,innovation_instruments,include,1.0,1995 u1995040.pdf,87,gpt-4o-mini,extract,
Slovenia,1995,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,2463 Univerzizetna kag anvca v .jubljani,University research in Ljubljana,303000.0,thousand,SIT,higher_education,include,1.0,1995 u1995040.pdf,87,gpt-4o-mini,extract,
Slovenia,1995,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,4494 Teanolesko razvajm in crugi ciljni pregrani,Technological development and other targeted research projects,1957039.0,thousand,SIT,direct_rd,include,1.0,1995 u1995040.pdf,88,gpt-4o-mini,extract,
Slovenia,1995,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj 3421 Ninistrstvo za zranest in tehnolonijo,Total for the Ministry of Science and Technology,15702495.0,thousand,SIT,science_agency,include,1.0,1995 u1995040.pdf,88,gpt-4o-mini,extract,
Slovenia,1996,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Program mednarudnega sodelovanja,International Cooperation Program,146000.0,thousand,SIT,rd_adjacent,include,1.0,1996 u1996005.pdf,94,gpt-4o-mini,extract,
Slovenia,1996,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Raziskovalna vprema,Research Equipment,682567.0,thousand,SIT,direct_rd,include,1.0,1996 u1996005.pdf,94,gpt-4o-mini,extract,
Slovenia,1996,line_item,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Slovenian Academy of Sciences and Arts,,Znanstveno raziskovalaj center SAT,Scientific Research Center SAT,100512.0,thousand,SIT,science_agency,include,1.0,1996 u1996005.pdf,94,gpt-4o-mini,extract,
Slovenia,1996,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Tehnološke razvojni in drugi ciljni pregrem,Technological Development and Other Targeted Programs,1239511.0,thousand,SIT,innovation_instruments,include,1.0,1996 u1996005.pdf,94,gpt-4o-mini,extract,
Slovenia,1996,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj ML DRUGI ODHODKI,Total Other Expenditures,15305984.0,thousand,SIT,science_agency,include,1.0,1996 u1996005.pdf,94,gpt-4o-mini,extract,
Slovenia,1997,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,6141 Temeljne in aplikativne raziskave,Fundamental and Applied Research,6561000.0,thousand,SIT,direct_rd,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,7925 Informacijska in komunikacijska infrastruktura,Information and Communication Infrastructure,654000.0,thousand,SIT,research_infrastructure,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,7924 Raziskovalna oprema,Research Equipment,200000.0,thousand,SIT,research_infrastructure,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,6143 Znanstveno informiranje in komuniciranje,Scientific Information and Communication,1416000.0,thousand,SIT,rd_adjacent,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj 51 Dotacije javnim zavodom in ustanovam,Total for Grants to Public Institutions and Organizations,14936827.0,thousand,SIT,science_agency,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,6142 Usposabljanje in razvoj znanstvenih kadrov,Training and Development of Scientific Personnel,3930000.0,thousand,SIT,higher_education,include,1.0,1997 u1997078.pdf,100,gpt-4o-mini,extract,
Slovenia,1997,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Ministry of Science and Technology,,Skupaj 34 MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,Total for Ministry of Science and Technology,19287524.0,thousand,SIT,science_agency,include,1.0,1997 u1997078.pdf,102,gpt-4o-mini,extract,
Slovenia,1997,section_total,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Slovenian Academy of Sciences and Arts,,Skupaj 39 SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Total for Slovenian Academy of Sciences and Arts,459528.0,thousand,SIT,science_agency,include,1.0,1997 u1997078.pdf,108,gpt-4o-mini,extract,
Slovenia,1997,line_item,39,SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI,Slovenian Academy of Sciences and Arts,,4483 Znanstveno raziskovalni center SAZU,Scientific Research Center SAZU,45161.0,thousand,SIT,direct_rd,include,1.0,1997 u1997078.pdf,109,gpt-4o-mini,extract,
Slovenia,1997,line_item,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Raziskovalne naloge,Research tasks,457.0,thousand,SIT,direct_rd,include,0.9,1997 u1997078.pdf,12,gpt-4o-mini,extract,Specific research tasks funding.
Slovenia,1997,section_total,05,ZNANOST IN TEHNOLOŠKI RAZVOJ,SCIENCE AND TECHNOLOGICAL DEVELOPMENT,,Skupaj odhodki proračuna,Total budget expenditures,743584628.0,thousand,SIT,science_agency,include,1.0,1997 u1997078.pdf,4,gpt-4o-mini,extract,Total for the science and technology sector.
Slovenia,1997,program_total,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Skupaj odhodki proračuna,Total budget expenditures,,thousand,SIT,direct_rd,review,0.4,1997 u1997078.pdf,4,gpt-4o-mini,extract,Primary R&D appropriation. | no_amount
Slovenia,1997,line_item,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Raziskovalne naloge s področja razvoja podeželja in vasi ter promocija CRPOV,Research tasks in the field of rural development and village promotion,27693.0,thousand,SIT,direct_rd,include,0.9,1997 u1997078.pdf,57,gpt-4o-mini,extract,Research tasks related to rural development.
Slovenia,1997,line_item,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Znanstveno raziskovalno delo v gozdarstvu,Scientific research work in forestry,73847.0,thousand,SIT,direct_rd,include,0.9,1997 u1997078.pdf,57,gpt-4o-mini,extract,Research work in forestry.
Slovenia,1997,line_item,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Ciljni raziskovalni projekti za prostor,Targeted research projects for space,14000.0,thousand,SIT,direct_rd,include,0.9,1997 u1997078.pdf,72,gpt-4o-mini,extract,Funding for targeted research projects.
Slovenia,1997,line_item,0502,ZNANSTVENO RAZISKOVALNA DEJAVNOST,SCIENTIFIC RESEARCH ACTIVITY,,Ciljni raziskovalni projekti za okolje,Targeted research projects for the environment,20000.0,thousand,SIT,direct_rd,include,0.9,1997 u1997078.pdf,72,gpt-4o-mini,extract,Funding for targeted research projects.
Slovenia,1998,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,6141 Temeljne in aplikativne raziskave,6141 Fundamental and applied research,7276259.0,thousand,SIT,direct_rd,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,6142 Usposabljanje in razvoj znanstvenih kadrov,6142 Training and development of scientific personnel,3859159.0,thousand,SIT,higher_education,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,6143 Znanstveno informiranje in komuniciranje,6143 Scientific information and communication,1543440.0,thousand,SIT,rd_adjacent,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,7924 Raziskovalna oprema,7924 Research equipment,720000.0,thousand,SIT,research_infrastructure,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,line_item,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,7925 Informacijska in komunikacijska infrastruktura,7925 Information and communication infrastructure,758640.0,thousand,SIT,research_infrastructure,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,program_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Skupaj 76 Subvencije - tehnološki razvoj,Total 76 Subsidies - technological development,1618436.0,thousand,SIT,innovation_instruments,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
Slovenia,1998,section_total,34,MINISTRSTVO ZA ZNANOST IN TEHNOLOGIJO,MINISTRY OF SCIENCE AND TECHNOLOGY,,Skupaj 3411 Ministrstvo za znanost in tehnologijo,Total for the Ministry of Science and Technology,21498437.0,thousand,SIT,science_agency,include,1.0,1998 u1998034.pdf,106,gpt-4o-mini,extract,
